source_file,page,ramo,tipo_cobertura,poliza_no,certificado_no,inicio_vigencia,fin_vigencia,asegurado,propietario,nit,direccion,marca,chasis,linea,pasajeros,modelo,clase,placa,motor,color,forma_pago,moneda,ocr_ok
1943853451947.pdf,7,,,,314,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,,True
1943853451947.pdf,8,Automóvi,ertura: Todo Riesgo,AUTO - 371708,315,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD PA A",,,,,,,2022,,,,BLANCO,EFECTIVO,,True
1943853451947.pdf,9,,,,316,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD) Descripción del Vehículo",,,3 AVENIDA 13-78 -ZOMA 10.GUATEMALA- GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,True
1943853451947.pdf,10,Automóvi,ertura: Todo Riesgo,AUTO - 371708,317,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,True
1943853451947.pdf,11,Automovil,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD",,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,False
1943853451947.pdf,12,Automóvi,,,319,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA- GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,True
1943853451947.pdf,13,Automóvi,a: Todo Riesgo,AUTO - 371708,320,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,2022,,,,BLANCO,,,True
1943853451947.pdf,14,,,,321,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,EFECTIVO,,True
1943853451947.pdf,15,Automóvi,ertura: Todo Riesgo,AUTO - 371708,322,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,EFECTIVO,,True
1943853451947.pdf,16,Automóvi,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,EFECTIVO,,False
1943853451947.pdf,17,,,,324,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,sezag084,3 AVENIDA 13-78 -ZONA 10-GUATEMALA- GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,C,noecwerza87,BLANCO,,QUEIZALES,True
1943853451947.pdf,18,Automóvi,,,325,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,QUETZALES,True
1943853451947.pdf,19,Aitomóvi,,,326,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -Z2ONMA 10.GUATEMALA.GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,True
1943853451947.pdf,20,Aitomóvi,,,327,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-.GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,True
1943853451947.pdf,21,Automóvi,ertura: Todo Riesgo,AUTO - 371708,328,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS DE CENTROAMERCA SOCIEDAD] Linea: xzuesccunamaso [Pesejorosca |,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,xzuesccunamaso,,2022,,,,BLANCO,EFECTIVO,QUETZALES,True
1943853451948.pdf,1,,,,2834,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO CIDIST,TOYOTA,MROCS12G300056118,,,2008,,,,BLANCO CIDIST,EFECTIVO,,True
1943853451948.pdf,2,Automóvi,,,286,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,weona,,,,,,BLANCO,,QUETZALES,True
1943853451948.pdf,3,Automóvi,ertura: Todo Riesgo,AUTO - 371708,287,,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2017,,,,BLANCO,,,True
1943853451948.pdf,4,Automóvi,ertura: Todo Riesgo,AUTO - 371708,288,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,,True
1943853451948.pdf,5,Automóvi,,,239,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","PROQUCTOS LACTEOS DE CENTROAMERICA, SocicnaD|tanea: nvecoc amor [Pesajerossa |",,3 AVENIDA 13-78 -ZOMA 10.GUATEMALA.GUATEMALA. GUATEMALA Color: BLANCO,,,,,2017,,,,BLANCO,,QUETZALES,True
1943853451948.pdf,6,Aitomóvi,,,290,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",PRODUCTOS LACTEOS DE CENTROMERCA SOCIEDAD | linea: emostar1220x [Pesajeres:z |,,3 AVENIDA 13-78 -ZOMA 10.GUATEMALA.GUATEMALA- GUATEMALA Color: BLANCO,INTERNATIONAL,3HSDJSJROENO14574,emostar1220x,,,,,,BLANCO,,QUETZALES,True
1943853451948.pdf,7,,,,,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS DE CENTROMERICA SOCIEDAD linea: pmostar=1z20m [Pesajeroscz |,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,pmostar,,,,,,BLANCO,,GuErZALES,False
1943853451948.pdf,8,Auomovi,ertura: Todo Riesgo,,,,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD) Descripción del Vehículo","PRODUCTOS LACTEOS OE CENTROMMERICA, SocenaD| mea: roramsestos [pamajerossa |",,3 AVENIDA 13-78 -ZOMA 10.GUATEMALA.GUATEMALA. GUATEMALA Color: BLANCO,,,,,2016,,,,BLANCO,,QUETZALES,False
1943853451948.pdf,9,Automóvi,a: Todo Riesgo,AUTO - 371708,293,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,,,,,Sii COLOR,,,True
1943853451948.pdf,10,Automóvi,,,294,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA- GUATEMALA. GUATEMALA Color: SiN COLOR,,,,,2017,,,,SiN COLOR,,,True
1943853451948.pdf,11,Automóvil,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,2017,,,,Six COLOR,,QUETZALES,False
1943853451948.pdf,12,Automóvi,,,296,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: Six COLOR,,,,,,,,,Six COLOR,EFECTIVO,,True
1943853451948.pdf,13,,,,297,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD! Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: SiN COLOR,,,,,2017,,,,SiN COLOR,EFECTIVO,,True
1943853451948.pdf,14,Automóvi,a: Todo Riesgo,AUTO - 371708,298,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD) Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-.GUATEMALA- GUATEMALA Color: BLANCO,,,,,2008,,,,BLANCO,,,True
1943853451948.pdf,15,Automóvi,,,299,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,HINO,JHHUCL2H9D5000002,,,2013,,,,BLANCO,,QUETZALES,True
1943853451948.pdf,16,Automóvi,a: Todo Riesgo,AUTO - 371708,300,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,UTILITY,1UYVS253,,,,,,,BLANCO,,,True
1943853451948.pdf,17,ALtomovi,ertura: Todo Riesgo,AUTO - 371708,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,2012,OTROS,,,BLANCO,EFECTIVO,,True
1943853451948.pdf,18,Automóvi,'a: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: sic,,,,,,,,,sic,EFECTIVO,,False
1943853451948.pdf,19,,,,303,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,2017,,,wososeer,,,,True
1943853451948.pdf,20,Automóvi,,,304,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD lkmeecunseso Jpeeejeroeia |",,,,,,,,,,,,EFECTIVO,,True
1943853451948.pdf,21,,,,305,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA.GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,EFECTIVO,,True
1943853451949.pdf,1,Automóvil,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -Z2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,,como,,,BLANCO,EFECTIVO,,False
1943853451949.pdf,2,Automovi,,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,2018,,,,BLANCO,EFECTIVO,QUETZALES,False
1943853451949.pdf,3,Automóvwi,,,240,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROAMERICA, Socienao | tamea: ws eooc sumar [pesajeros:a |",,3 AVENIDA 13-78 -ZOMA 10.GUATEMALA.GUATEMALA- GUATEMALA Color: BLANCO,,,,,2018,,,,BLANCO,,QUETZALES,True
1943853451949.pdf,4,Automóvi,ertura: Todo Riesgo,AUTO - 371708,241,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS DE CENTROMMERCA SOCIEDAD | linea: w eoocumamasa [Pasajeros |,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,w,,2018,,,,BLANCO,,,True
1943853451949.pdf,5,Automóvi,ertura: Todo Riesgo,AUTO - 371708,242,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2018,,,,BLANCO,EFECTIVO,,True
1943853451949.pdf,6,Automóvi,ertura: Todo Riesgo,AUTO - 371708,244,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",PRODUCTOS LACTEOS DE CENTROMAERCA SocioaD| Linea roramue cz [Pasalerosa |,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,2018,,,200,BLANCO,,,True
1943853451949.pdf,7,Automóvwi,,,246,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,2018,,,,BLANCO,EFECTIVO,,True
1943853451949.pdf,8,Automóvi,'a: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA.GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,EFECTIVO,,False
1943853451949.pdf,9,Automóvi,,,249,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS E CENTROMMERICA SocEoaD | nea; wv conca [Pasajros:a |,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,2018,,,,BLANCO,,ouerzaLes O,True
1943853451949.pdf,10,Automóvi,,,253,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS OE CENTROAMERCA SocioaD| linea: emostar [pesejerosiz |,,3 AVENIDA 13-78 -Z2OMA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,emostar,,2012,,,,BLANCO,,,True
1943853451949.pdf,11,Automóvi,ertura: Todo Riesgo,AUTO - 371708,260,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,,OTROS,,,BLANCO CON DORRO DE ALUMINIO,EFECTIVO,QUETZALES,True
1943853451949.pdf,12,Automóvi,,,262,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",,,,,,,,2018,,,,BLANCO DIST COM,EFECTIVO,,True
1943853451949.pdf,13,Automóvi,,,263,,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS DE CEnrRomaRca socieoao| tines: omax |pasejerosis |,,,,,,,2018,,,,BLANCO DIST COM,EFECTIVO,QUETZALES,True
1943853451949.pdf,14,Automóvwi,,,264,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD) Descripción del Vehículo",PRODUCTOS LACTEOS DE cENrmoMuerocA SocieoaD|tneec ome [pesejerosis |,,,,,,,2018,,,,BLANCO DIST COM,,QUETZALES,True
1943853451949.pdf,15,Aitomóvi,,,265,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD! Descripción del Vehículo",,,,,,,,2018,,,,BLANCO DIST COM,,QUETZALES,True
1943853451949.pdf,16,,,,266,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-.GUATEMALA- GUATEMALA Color: BLANCO,tSUZU,MPATERS4HCT101621,,,2013,,,,BLANCO,,QUETZALES,True
1943853451949.pdf,17,Automóvi,,,268,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CEMTROMMERICA, SocienaD|tomeas pmax pasajeros |",,,,,,,2018,,,,BLANCO DIST COM,,,True
1943853451949.pdf,18,Aitomóvwi,,,274,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,,True
1943853451949.pdf,19,Automóvi,,,278,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS DE CEnTROmMERCA Socioao| tines: boss pasajeros |,,,,,,,2012,,,,BLANCO,,,True
1943853451949.pdf,20,Automóvil,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZOMA 10.GUATEMALA.GUATEMALA. GUATEMALA Color: BLANCO,,,,,2020,,,,BLANCO,EFECTIVO,,False
1943853451949.pdf,21,Automóvi,,,283,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,,suvcamonera,,,GRIS TITANIUM,EFECTIVO,,True
1943853451950.pdf,1,,,,,,,,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Pr PP",,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,JALFVR34PE7000167,,,2014,,,,BLANCO,,,True
1943853451950.pdf,2,,,,,,,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD! Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JALFVR34PE7000135,,,2014,,,,BLANCO,,QUETZALES,True
1943853451950.pdf,3,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HF7100041,,,2015,CAMION,,,BLANCO,,QUETZALES,True
1943853451950.pdf,4,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HF7100110,,,2015,,,,BLANCO,,,True
1943853451950.pdf,5,Automóvil,ertura: Todo Riesgo,AUTO - 371708,96,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD| Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JALFVR34PE7000060,,,,,,,BLANCO,,QUETZALES,True
1943853451950.pdf,6,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451950.pdf,7,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451950.pdf,8,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451950.pdf,9,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451950.pdf,10,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451950.pdf,11,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451950.pdf,12,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451950.pdf,13,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451950.pdf,14,,,,,,,BENEFICIO DEL PLAN,,,,ASIA,,,2,,,,COBERTURAS,BLANCO MULTICOLOR,,,False
1943853451950.pdf,15,,,,,,,BENEFICIO DEL PLAN,,,,ASIA,,,,,,,Beneficiario,,,,False
1943853451950.pdf,16,,,,,,,BENEFICIO DEL PLAN,,,,ASIA,,,,,,,Beneficiario,,,,False
1943853451950.pdf,17,,,,,,,BENEFICIO DEL PLAN,,,,ASIA,,,,,,,Beneficiario,,,,False
1943853451950.pdf,18,Automóvil,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD lrnsestose panajerzesa |]",,,,,,,,camow,,,BLANCO,,,False
1943853451950.pdf,19,Automóvil,ertura: Todo Riesgo,AUTO - 371708,228,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD! Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HH7100039,,,2017,,,,BLANCO,,,True
1943853451950.pdf,20,Automóvil,,,229,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS DE CENTROMMERICA Socioao|tines: tac pasalrosca |,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2017,,,,BLANCO,EFECTIVO,QUETZALES,True
1943853451950.pdf,21,Automóvi,,,230,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,EFECTIVO,,True
1943853451951.pdf,1,,,,,,,,,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,NISSAN,3N1,,,,,,,BLANCO,,QUETZALES,True
1943853451951.pdf,2,,,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100337,,,2014,,,,BLANCO,,,True
1943853451951.pdf,3,,,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD! Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100330,,,,,,,BLANCO,,QUETZALES,True
1943853451951.pdf,4,,,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100329,,,,,,,BLANCO,,,True
1943853451951.pdf,5,,,,,,,,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD tines menzuezz Ípasajeroses |",,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100334,,,2014,,,,BLANCO,,QUETZALES,True
1943853451951.pdf,6,,,,,,,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA GUATEMALA: GUATEMALA Color: BLANCO,ISUZU,JAANPR71HE7100335,mor,,,,,,BLANCO,,QUETZALES,True
